Name,Author,User Rating,Reviews,Price,Price_r,Year,Genre
The Help,Kathryn Stockett,4.8,"13,871",$7.00,$7,2011,Fiction
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,"15,399",$9.58,$10,2021,Fiction
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,"6,982",$14.00,$14,2013,Fiction
The Hunger Games,Suzanne Collins,4.7,"32,122",$14.00,$14,2010,Fiction
The Hunger Games (Book 1),Suzanne Collins,4.7,"32,122",$8.00,$8,2011,Fiction
The Hunger Games (Book 1),Suzanne Collins,4.7,"32,122",$8.00,$8,2012,Fiction
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,"16,949",$30.00,$30,2011,Fiction
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,"16,949",$30.00,$30,2012,Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,"9,289",$13.00,$13,2010,Non Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,"9,289",$9.00,$9,2011,Non Fiction
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,"9,289",$9.00,$9,2012,Non Fiction
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,"7,368",$7.00,$7,2017,Non Fiction
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,"7,368",$7.00,$7,2018,Non Fiction
The Last Lecture,Randy Pausch,4.7,"4,028",$9.00,$9,2009,Non Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,"4,628",$7.00,$7,2009,Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,"4,628",$7.00,$7,2010,Fiction
The Last Thing He Told Me: A Novel,Laura Dave,4.3,"107,449",$13.09,$14,2021,Fiction
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,"5,396",$20.00,$20,2013,Fiction
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,"4,247",$13.00,$13,2011,Non Fiction
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,"4,247",$13.00,$13,2012,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond????,4.5,"22,641",$11.00,$11,2015,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond????,4.5,"22,641",$11.00,$11,2016,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond????,4.5,"22,641",$11.00,$11,2017,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kond????,4.5,"22,641",$11.00,$11,2019,Non Fiction
The Litigators,John Grisham,4.4,"6,222",$18.00,$18,2011,Fiction
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,"4,506",$14.00,$14,2010,Fiction
The Lost Symbol,Dan Brown,4.2,"8,747",$19.00,$19,2009,Fiction
The Love Dare,Stephen Kendrick,4.8,"1,655",$13.00,$13,2009,Non Fiction
The Magnolia Story,Chip Gaines,4.9,"7,861",$5.00,$5,2016,Non Fiction
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,"6,247",$10.00,$10,2012,Fiction
The Martian,Andy Weir,4.7,"39,459",$9.00,$9,2015,Fiction
The Maze Runner (Book 1),James Dashner,4.5,"10,101",$8.00,$8,2014,Fiction
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,"5,898",$8.00,$8,2018,Fiction
The Midnight Library: A Novel,Matt Haig,4.3,"193,482",$13.29,$14,2021,Fiction
The Mueller Report,The Washington Post,4.6,"2,744",$12.00,$12,2019,Non Fiction
The Nightingale: A Novel,Kristin Hannah,4.8,"49,288",$11.00,$11,2015,Fiction
The Nightingale: A Novel,Kristin Hannah,4.8,"49,288",$11.00,$11,2016,Fiction
The Official SAT Study Guide,The College Board,4.4,"1,201",$40.00,$40,2010,Non Fiction
The Official SAT Study Guide,The College Board,4.4,"1,201",$40.00,$40,2011,Non Fiction
The Official SAT Study Guide,The College Board,4.4,"1,201",$40.00,$40,2012,Non Fiction
The Official SAT Study Guide,The College Board,4.4,"1,201",$40.00,$40,2013,Non Fiction
The Official SAT Study Guide,The College Board,4.4,"1,201",$40.00,$40,2014,Non Fiction
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,$36.00,$36,2016,Non Fiction
The Paris Wife: A Novel,Paula McLain,4.3,"3,759",$16.00,$16,2011,Fiction
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,"2,663",$17.00,$17,2013,Non Fiction
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve???????",Ree Drummond,4.8,"3,428",$14.00,$14,2015,Non Fiction
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,"2,876",$21.00,$21,2012,Non Fiction
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,"3,601",$18.00,$18,2018,Non Fiction
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,"7,058",$17.00,$17,2018,Non Fiction
The Pout-Pout Fish,Deborah Diesen,4.8,"9,784",$5.00,$5,2017,Fiction
The Pout-Pout Fish,Deborah Diesen,4.8,"9,784",$5.00,$5,2018,Fiction
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,"10,795",$21.00,$21,2012,Non Fiction
The President Is Missing: A Novel,James Patterson,4.3,"10,191",$18.00,$18,2018,Fiction
The Racketeer,John Grisham,4.3,"14,493",$18.00,$18,2012,Fiction
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Glocal War on Democracy and Public Health",Robert F. Kennedy Jr.,4.8,"20,153",$19.42,$20,2021,Non Fiction
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,"2,186",$12.00,$12,2010,Fiction
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,"1,204",$14.00,$14,2010,Non Fiction
The Room Where It Happened: A White House Memoir,John Bolton,4.3,"44,608",$12.00,$12,2020,Non Fiction
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,"2,091",$12.00,$12,2012,Fiction
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,"111,053",$9.42,$10,2021,Fiction
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,"19,720",$8.00,$8,2009,Fiction
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,"19,720",$8.00,$8,2017,Fiction
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,"2,122",$0.00,$0,2010,Fiction
The Silent Patient,Alex Michaelides,4.5,"27,536",$14.00,$14,2019,Fiction
The Silent Patient,Alex Michaelides,4.5,"61,060",$15.00,$15,2020,Fiction
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,"4,290",$10.00,$10,2011,Fiction
The Song of Achilles: A Novel,Madeline Miller,4.7,"51,448",$10.34,$11,2021,Non Fiction
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,"15,424",$19.00,$19,2020,Non Fiction
The Storyteller: Tales of Life and Music,Dave Grohl,4.8,"25,554",$17.99,$18,2021,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,"26,490",$15.00,$15,2017,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,"26,490",$15.00,$15,2018,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,"26,490",$15.00,$15,2019,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,"77,899",$14.80,$15,2021,Non Fiction
The Sun and Her Flowers,Rupi Kaur,4.7,"5,487",$9.00,$9,2017,Non Fiction
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,"6,377",$7.00,$7,2012,Fiction
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,"1,463",$10.00,$10,2011,Fiction
The Time Traveler's Wife,Audrey Niffenegger,4.4,"3,759",$6.00,$6,2009,Fiction
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,"3,503",$9.00,$9,2009,Non Fiction
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,"11,550",$10.00,$10,2019,Non Fiction
The Twilight Saga Collection,Stephenie Meyer,4.7,"3,801",$82.00,$82,2009,Fiction
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,"3,796",$12.00,$12,2010,Fiction
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for???????,Dinah Bucholz,4.7,"9,030",$10.00,$10,2019,Non Fiction
The Vanishing Half,Brit Bennett,4.4,"42,235",$16.00,$16,2020,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2013,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2014,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2015,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2016,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2017,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2018,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"19,546",$5.00,$5,2019,Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"35,965",$7.00,$7,2020,Non Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,"52,375",$5.06,$6,2021,Non Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,"7,508",$16.00,$16,2015,Non Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,"7,508",$16.00,$16,2016,Non Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,"7,508",$16.00,$16,2017,Non Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,"8,842",$10.00,$10,2016,Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,"8,842",$10.00,$10,2017,Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,"8,842",$10.00,$10,2018,Fiction
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,"8,842",$10.00,$10,2019,Fiction
The Wonderful Things You Will BeThe Wonderful Things You Will Be      ,Emily Winfield Martin,4.9,"24,189",$8.55,$9,2021,Fiction
The Wonky Donkey,Craig Smith,4.8,"30,183",$4.00,$4,2018,Fiction
The Wonky Donkey,Craig Smith,4.8,"30,183",$4.00,$4,2019,Fiction
The Wonky Donkey,Craig Smith,4.8,"51,255",$5.00,$5,2020,Fiction
The Wright Brothers,David McCullough,4.7,"6,169",$16.00,$16,2015,Non Fiction
They Both Die at the End,Adam Silvera,4.6,"31,272",$8.37,$9,2021,Fiction
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,"7,034",$15.00,$15,2013,Non Fiction
"Thinking, Fast and Slow",Daniel Kahneman,4.6,"11,034",$19.00,$19,2011,Non Fiction
"Thinking, Fast and Slow",Daniel Kahneman,4.6,"11,034",$19.00,$19,2012,Non Fiction
Thirteen Reasons Why,Jay Asher,4.5,"7,932",$9.00,$9,2017,Fiction
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,"1,904",$23.00,$23,2012,Non Fiction
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,"3,319",$11.00,$11,2009,Non Fiction
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,"3,319",$11.00,$11,2010,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,"11,128",$23.00,$23,2014,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,"11,128",$23.00,$23,2015,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,"11,128",$23.00,$23,2016,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,"11,128",$23.00,$23,2017,Non Fiction
Tina Fey: Bossypants,Tina Fey,4.3,"5,977",$12.00,$12,2011,Non Fiction
To Kill a Mockingbird,Harper Lee,4.8,"26,234",$0.00,$0,2013,Fiction
To Kill a Mockingbird,Harper Lee,4.8,"26,234",$0.00,$0,2014,Fiction
To Kill a Mockingbird,Harper Lee,4.8,"26,234",$0.00,$0,2015,Fiction
To Kill a Mockingbird,Harper Lee,4.8,"26,234",$0.00,$0,2016,Fiction
To Kill a Mockingbird,Harper Lee,4.8,"26,234",$7.00,$7,2019,Fiction
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,"94,196",$17.00,$17,2020,Non Fiction
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,"4,360",$21.00,$21,2017,Non Fiction
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,"2,282",$21.00,$21,2010,Fiction
True Compass: A Memoir,Edward M. Kennedy,4.5,438,$15.00,$15,2009,Non Fiction
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,"11,676",$9.00,$9,2009,Fiction
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,"2,586",$5.00,$5,2014,Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,"29,673",$16.00,$16,2010,Non Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,"29,673",$16.00,$16,2011,Non Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,"29,673",$16.00,$16,2012,Non Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,"29,673",$13.00,$13,2014,Non Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,"29,673",$16.00,$16,2014,Non Fiction
Under the Dome: A Novel,Stephen King,4.3,"6,740",$20.00,$20,2009,Fiction
Unfreedom of the Press,Mark R. Levin,4.9,"5,956",$11.00,$11,2019,Non Fiction
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,"6,108",$4.00,$4,2019,Non Fiction
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,"4,585",$9.00,$9,2016,Non Fiction
Untamed,Glennon Doyle,4.8,"41,567",$15.00,$15,2020,Non Fiction
Untamed,Glennon Doyle,4.6,"53,024",$14.89,$15,2021,Non Fiction
Wacky Waving Inflatable Tube Guy,Conor Riordan,4.0,"25,510",$7.00,$7,2020,Fiction
Watchmen,Alan Moore,4.8,"3,829",$42.00,$42,2009,Fiction
Water for Elephants: A Novel,Sara Gruen,4.5,"8,958",$12.00,$12,2011,Fiction
We Were Liars,E. Lockhart,4.5,"41,127",$5.98,$6,2021,Fiction
What Happened,Hillary Rodham Clinton,4.6,"5,492",$18.00,$18,2017,Non Fiction
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,"9,292",$17.00,$17,2014,Non Fiction
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,"1,873",$14.00,$14,2015,Fiction
What Should Danny Do?,Adir Levy,4.8,"14,705",$13.00,$13,2020,Fiction
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,"8,170",$13.00,$13,2019,Fiction
What to Expect When You're Expecting,Heidi Murkoff,4.4,"3,341",$9.00,$9,2011,Non Fiction
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,"7,497",$6.00,$6,2012,Non Fiction
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,"7,497",$6.00,$6,2013,Non Fiction
When Breath Becomes Air,Paul Kalanithi,4.8,"13,779",$14.00,$14,2016,Non Fiction
Where the Crawdads Sing,Delia Owens,4.8,"87,841",$15.00,$15,2019,Fiction
Where the Crawdads Sing,Delia Owens,4.8,"120,727",$9.00,$9,2020,Fiction
Where the Wild Things Are,Maurice Sendak,4.8,"9,967",$13.00,$13,2009,Fiction
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,4.3,"31,125",$10.00,$10,2020,Non Fiction
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with???€?,4.6,"6,669",$12.00,$12,2018,Non Fiction
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,"17,044",$18.00,$18,2012,Non Fiction
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,"10,760",$15.00,$15,2012,Fiction
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,"1,302",$11.00,$11,2010,Non Fiction
Wonder,R. J. Palacio,4.8,"21,625",$9.00,$9,2013,Fiction
Wonder,R. J. Palacio,4.8,"21,625",$9.00,$9,2014,Fiction
Wonder,R. J. Palacio,4.8,"21,625",$9.00,$9,2015,Fiction
Wonder,R. J. Palacio,4.8,"21,625",$9.00,$9,2016,Fiction
Wonder,R. J. Palacio,4.8,"21,625",$9.00,$9,2017,Fiction
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,"9,413",$8.00,$8,2019,Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,"14,331",$8.00,$8,2016,Non Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,"14,331",$8.00,$8,2017,Non Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,"14,331",$8.00,$8,2018,Non Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,"14,331",$8.00,$8,2019,Non Fiction
